g_N	0.1
N_oo	20000000
N_half	2500
S_PH	1
S_PS	1
S_PQ	10
S_AU	15
S_AH	0
S_AS	0
S_AM	8
S_SCSF	10000
S_KD	1
k_sn	3
k_nq	20
k_nm	3
k_ns	0.5
R_KU	10
I_crit	0.4
K_crit	150000
k	3
psi	1
d_M	0.9
d_MF	0.3
S_KMD	2
S_KQ	4
C_QM	1
C_MDM	1
C_UM	0.333333333
S_MF	500
omega	0.5
C_UP	2
alpha	0.333333333
beta_N	0.001
gamma	0.0005
delta	0.2
H_crit	0.2
